"ENTRY","DELTAG","UNCERTAINTY","REASON ENERGY COULD NOT BE ESTIMATED"
"R05417",-76,2.13,
"R05418",-99.64,1.12,
"R05419","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R05420",3.31,1.5,
"R05421","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05422","Not calculated","Not calculated","Charge imbalanced"
"R05423","Not calculated","Not calculated","Charge imbalanced"
"R05424","Not calculated","Not calculated","Charge imbalanced"
"R05425",-87.36,1.85,
"R05426","Not calculated","Not calculated","Charge imbalanced"
"R05427",-76.38,0.63,
"R05428",-70.46,2,
"R05429",-71.1,1.92,
"R05430","Not calculated","Not calculated","Charge imbalanced"
"R05431","Not calculated","Not calculated","Charge imbalanced"
"R05432","Not calculated","Not calculated","Charge imbalanced"
"R05433","Not calculated","Not calculated","Charge imbalanced"
"R05434",-82.87,3.25,
"R05435","Not calculated","Not calculated","Charge imbalanced"
"R05436","Not calculated","Not calculated","Charge imbalanced"
"R05437","Not calculated","Not calculated","Charge imbalanced"
"R05438","Not calculated","Not calculated","Charge imbalanced"
"R05439",-72.25,3.75,
"R05440",-76,2.13,
"R05441",-95.83,1.31,
"R05442",-96.26,1.54,
"R05443",-96.26,1.54,
"R05444",-89.61,2.45,
"R05445","Not calculated","Not calculated","Involves groups with unknown energies"
"R05446","Not calculated","Not calculated","Involves groups with unknown energies"
"R05447","Not calculated","Not calculated","Involves groups with unknown energies"
"R05448",-95.83,1.31,
"R05449","Not calculated","Not calculated","Involves groups with unknown energies"
"R05450",-95.83,1.31,
"R05451",-2.49,1.23,
"R05452",-2.49,1.23,
"R05453",4.9,0.53,
"R05454",15.39,3.77,
"R05455",9.64,3.89,
"R05456","Not calculated","Not calculated","Charge imbalanced|Involves groups with unknown energies"
"R05457","Not calculated","Not calculated","Charge imbalanced"
"R05458","Not calculated","Not calculated","Involves unknown structures"
"R05459",-8.82,1.91,
"R05460","Not calculated","Not calculated","Involves unknown structures"
"R05461","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced"
"R05462","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced"
"R05463","Not calculated","Not calculated","Atoms imbalanced"
"R05464","Not calculated","Not calculated","Involves unknown structures"
"R05465",-29.49,1.1,
"R05466",-108.28,0.78,
"R05467",-6.96,1.41,
"R05468",-118.49,2.07,
"R05469",-88.49,2.35,
"R05470","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced"
"R05471","Not calculated","Not calculated","Charge imbalanced"
"R05472","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R05473","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced"
"R05474","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R05475",-82.88,0.89,
"R05476","Not calculated","Not calculated","Charge imbalanced|Involves groups with unknown energies"
"R05477","Not calculated","Not calculated","Involves groups with unknown energies"
"R05478",-8.96,1.12,
"R05479","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced"
"R05480","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced"
"R05481","Not calculated","Not calculated","Charge imbalanced"
"R05482","Not calculated","Not calculated","Involves unknown structures"
"R05483","Not calculated","Not calculated","Involves groups with unknown energies"
"R05484","Not calculated","Not calculated","Involves groups with unknown energies"
"R05485","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05486","Not calculated","Not calculated","Involves groups with unknown energies"
"R05487",-95.83,1.31,
"R05488","Not calculated","Not calculated","Charge imbalanced|Involves compounds with unlabeded atoms"
"R05489","Not calculated","Not calculated","Involves unknown structures"
"R05490","Not calculated","Not calculated","Involves unknown structures"
"R05491","Not calculated","Not calculated","Involves unknown structures"
"R05492","Not calculated","Not calculated","Charge imbalanced"
"R05493",-99.64,1.12,
"R05494","Not calculated","Not calculated","Involves unknown structures"
"R05495","Not calculated","Not calculated","Charge imbalanced"
"R05496","Not calculated","Not calculated","Involves unknown structures"
"R05497","Not calculated","Not calculated","Charge imbalanced|Involves groups with unknown energies"
"R05498","Not calculated","Not calculated","Charge imbalanced|Involves groups with unknown energies"
"R05499","Not calculated","Not calculated","Charge imbalanced|Involves groups with unknown energies"
"R05500","Not calculated","Not calculated","Charge imbalanced|Involves groups with unknown energies"
"R05501","Not calculated","Not calculated","Charge imbalanced|Involves groups with unknown energies"
"R05502","Not calculated","Not calculated","Charge imbalanced|Involves groups with unknown energies"
"R05503","Not calculated","Not calculated","Charge imbalanced|Involves groups with unknown energies"
"R05504","Not calculated","Not calculated","Charge imbalanced|Involves groups with unknown energies"
"R05505","Not calculated","Not calculated","Involves unknown structures"
"R05506",-7.06,1.09,
"R05507",-1,0.35,
"R05508",1.54,0.52,
"R05509",-1.54,0.52,
"R05510",-24.01,2.53,
"R05511",-23.46,2.46,
"R05512","Not calculated","Not calculated","Involves unknown structures"
"R05513",6.22,1.1,
"R05514","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced"
"R05515",-5.22,1.07,
"R05516",-0.89,0.61,
"R05517",0,2,
"R05518","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R05519","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05520","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05521","Not calculated","Not calculated","Atoms imbalanced|Involves compounds with unlabeded atoms"
"R05522","Not calculated","Not calculated","Atoms imbalanced|Involves compounds with unlabeded atoms"
"R05523","Not calculated","Not calculated","Atoms imbalanced"
"R05524","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced"
"R05525",-23.57,4.52,
"R05526","Not calculated","Not calculated","Charge imbalanced"
"R05527",0,2,
"R05528",-20.33,2.23,
"R05529","Not calculated","Not calculated","Charge imbalanced"
"R05530","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05531","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05532","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05533","Not calculated","Not calculated","Charge imbalanced|Involves groups with unknown energies"
"R05534","Not calculated","Not calculated","Charge imbalanced|Involves groups with unknown energies"
"R05535","Not calculated","Not calculated","Involves groups with unknown energies"
"R05536","Not calculated","Not calculated","Charge imbalanced|Involves groups with unknown energies"
"R05537","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms"
"R05538",-22.44,2.41,
"R05539","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R05540",130.96,1.34,
"R05541",-86.56,1.24,
"R05542",-86.56,1.24,
"R05543",-30.27,2.54,
"R05544",-17.62,2.51,
"R05545","Not calculated","Not calculated","Atoms imbalanced"
"R05546",-8.95,1.88,
"R05547",0,2,
"R05548","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05549",-3.11,0.69,
"R05551",4.72,0.88,
"R05552",-2.47,0.74,
"R05553",-36.97,1.64,
"R05554",2.47,0.74,
"R05555",-13,0.67,
"R05556","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R05558","Not calculated","Not calculated","Involves groups with unknown energies"
"R05559",7.97,0.75,
"R05560",7.97,0.75,
"R05561",-42.7,2.75,
"R05562",-8.59,1.71,
"R05563",-4.72,0.88,
"R05564",-93.44,1.74,
"R05565",-83.58,1.68,
"R05566",-1.7,0.63,
"R05567",-83.58,1.68,
"R05568",-93.44,1.74,
"R05569",3.71,0.79,
"R05570",-13.89,0.95,
"R05571",2.01,1.7,
"R05572","Not calculated","Not calculated","Involves groups with unknown energies"
"R05573",7.97,0.75,
"R05574",3.71,0.79,
"R05575",2.21,1.11,
"R05576",3.76,1.08,
"R05577",-7.34,0.81,
"R05578",-7.34,0.81,
"R05579","Not calculated","Not calculated","Involves unknown structures"
"R05580",-1.7,0.63,
"R05581",0.75,1.14,
"R05582",2.3,1.11,
"R05583","Not calculated","Not calculated","Involves unknown structures"
"R05584","Not calculated","Not calculated","Involves unknown structures"
"R05585","Not calculated","Not calculated","Charge imbalanced"
"R05586",-7.06,1.09,
"R05587",-5.25,1.09,
"R05588",0,2,
"R05590",-4.72,0.88,
"R05591",0.25,5.05,
"R05592",-15.3,1.25,
"R05593",-13.5,1.11,
"R05594",-5.7,1.5,
"R05595",-2.16,0.77,
"R05596",4.98,4.98,
"R05597",11.11,0.94,
"R05598",-14.21,1.13,
"R05599",3.22,0.9,
"R05600",6.26,0.85,
"R05601",-2.16,0.77,
"R05602",6.26,0.85,
"R05603",-2.22,0.99,
"R05604",3.81,1.64,
"R05605",0.75,0.29,
"R05606",-8.17,0.69,
"R05607",2.01,1.7,
"R05608",-8.17,0.69,
"R05609",4.79,0.75,
"R05610",4.82,0.42,
"R05611","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R05612",-13,0.67,
"R05613",-13,0.67,
"R05614","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R05615",-16.91,0.64,
"R05616",-16.91,0.64,
"R05617","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced"
"R05618","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05619","Not calculated","Not calculated","Involves unknown structures"
"R05620",-2.49,1.23,
"R05621",-71.68,2.13,
"R05622",-71.68,2.13,
"R05623","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05624","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R05625","Not calculated","Not calculated","Involves unknown structures"
"R05626",-4.5,0.24,
"R05627",-6.82,0.72,
"R05628",0,2,
"R05629",0,2,
"R05630",0,2,
"R05631",-1.7,0.63,
"R05632",-95.93,1.39,
"R05633",1.07,0.75,
"R05634",-4.5,0.24,
"R05635",-0.5,1.01,
"R05636",-8.11,0.6,
"R05637",26.77,2.26,
"R05639",10.3,1.59,
"R05640",-294.46,5.25,
"R05641",12.06,1.25,
"R05642",10.98,1.89,
"R05643",-9.8,1.18,
"R05644",1.07,0.75,
"R05645",-0.86,1.49,
"R05646",-4.5,0.24,
"R05647",-2.32,0.74,
"R05648",1.86,0.84,
"R05649",-9.8,1.18,
"R05650",-82.55,2.68,
"R05651",-3.76,1.07,
"R05652",-1,0.35,
"R05653",-59.71,5.27,
"R05654",-71.06,3.76,
"R05655",-99.51,1.57,
"R05656",-28.45,3.38,
"R05657","Not calculated","Not calculated","Involves unknown structures"
"R05658",0.37,2.48,
"R05659",-7.09,1.28,
"R05660",-11.64,1.44,
"R05661",-4.5,0.24,
"R05662",-1.7,0.63,
"R05663",-9.8,1.18,
"R05664",-9.8,1.18,
"R05665",-70.46,2,
"R05666","Not calculated","Not calculated","Atoms imbalanced"
"R05668",2.3,1.11,
"R05669","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R05670","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced"
"R05671","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R05672",-5.29,1.26,
"R05673",-14.2,2.26,
"R05674",-8.76,2.51,
"R05675","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced"
"R05676",-4.36,2.22,
"R05677",-2,0.98,
"R05678",3.76,1.08,
"R05679",3.76,1.08,
"R05680",3.76,1.08,
"R05681",3.76,1.08,
"R05682","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R05683",3.76,1.08,
"R05684",3.76,1.08,
"R05685",5.22,1.07,
"R05686",5.22,1.07,
"R05687",2.3,1.11,
"R05688",5.18,1.12,
"R05689",3.76,1.08,
"R05690",3.76,1.08,
"R05691",2.3,1.11,
"R05692",2.3,1.11,
"R05693",6.22,1.1,
"R05694",6.22,1.1,
"R05695","Not calculated","Not calculated","Charge imbalanced"
"R05696",-26.49,0.74,
"R05697","Not calculated","Not calculated","Charge imbalanced"
"R05698",-28.81,1.7,
"R05699",-9.8,1.18,
"R05700",-9.8,1.18,
"R05701",-9.8,1.18,
"R05702",17.54,1.16,
"R05703",17.54,1.16,
"R05704","Not calculated","Not calculated","Involves unknown structures"
"R05705","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05706","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05707","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05708","Not calculated","Not calculated","Involves unknown structures"
"R05711","Not calculated","Not calculated","Charge imbalanced"
"R05712","Not calculated","Not calculated","Involves unknown structures"
"R05713",5.62,1.52,
"R05714",2.92,2.04,
"R05715",2.92,2.04,
"R05716",2.92,2.04,
"R05717",8.97,1.96,
"R05718",-65.16,0.68,
"R05719",-112.24,1.86,
"R05720",-113.48,1.94,
"R05721","Not calculated","Not calculated","Involves groups with unknown energies"
"R05722",-108.28,0.78,
"R05723",-121.92,1.01,
"R05724","Not calculated","Not calculated","Charge imbalanced"
"R05725","Not calculated","Not calculated","Charge imbalanced"
"R05727","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05728",-128.97,6.05,
"R05729",-93.88,2.39,
"R05730",-93.88,2.39,
"R05731",-294.46,5.25,
"R05732",-95.83,1.31,
"R05733",-103.55,1.55,
"R05734","Not calculated","Not calculated","Charge imbalanced"
"R05735",-5.91,1.62,
"R05736",-92.58,1.28,
"R05737",-103.55,1.55,
"R05738",-118.58,1.28,
"R05739","Not calculated","Not calculated","Involves unknown structures"
"R05740","Not calculated","Not calculated","Involves unknown structures"
"R05741","Not calculated","Not calculated","Involves unknown structures"
"R05742","Not calculated","Not calculated","Involves unknown structures"
"R05743","Not calculated","Not calculated","Involves unknown structures"
"R05744","Not calculated","Not calculated","Involves unknown structures"
"R05745","Not calculated","Not calculated","Involves unknown structures"
"R05746","Not calculated","Not calculated","Involves groups with unknown energies"
"R05747","Not calculated","Not calculated","Involves unknown structures"
"R05748","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms"
"R05749",-13.77,1.58,
"R05750",-13.77,1.58,
"R05751","Not calculated","Not calculated","Involves unknown structures"
"R05752","Not calculated","Not calculated","Involves unknown structures"
"R05753","Not calculated","Not calculated","Involves unknown structures"
"R05754",-3.53,2.41,
"R05755","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05756","Not calculated","Not calculated","Involves unknown structures|Involves compounds with unlabeded atoms"
"R05757",-4.36,2.22,
"R05758",-5.7,0.69,
"R05759",-5.33,2.22,
"R05760","Not calculated","Not calculated","Charge imbalanced"
"R05761",11.11,2.09,
"R05762",11.11,2.09,
"R05763",-5.33,2.22,
"R05764",-5.33,2.22,
"R05765","Not calculated","Not calculated","Involves groups with unknown energies"
"R05766","Not calculated","Not calculated","Involves groups with unknown energies"
"R05767",-0.8,0.68,
"R05768",-1.7,0.63,
"R05769",-1.7,0.63,
"R05771","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05772",2.66,0.87,
"R05773",-0.8,0.38,
"R05774",-4.09,0.6,
"R05775",-12.79,1.03,
"R05776",-16.73,2.21,
"R05777","Not calculated","Not calculated","Involves unknown structures"
"R05778",-108.28,0.78,
"R05779",-6.82,0.72,
"R05780","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05781",0.4,1.27,
"R05782",1.49,1.24,
"R05783",-4.72,0.88,
"R05784",9.19,3.68,
"R05788",-3.11,0.69,
"R05789",-2.32,0.74,
"R05790",-2.32,0.74,
"R05791",-2.32,0.74,
"R05792",-4.29,1.35,
"R05793","Not calculated","Not calculated","Involves unknown structures"
"R05794",-4.5,0.24,
"R05795",-4.5,0.24,
"R05796","Not calculated","Not calculated","Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms"
"R05797","Not calculated","Not calculated","Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms"
"R05798","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05799",0,2,
"R05800",-4.5,0.24,
"R05801",-4.5,0.24,
"R05802",-4.5,0.24,
"R05803",-4.5,0.24,
"R05804",-4.5,0.24,
"R05805",-4.5,0.24,
"R05806",-4.5,0.24,
"R05807","Not calculated","Not calculated","Charge imbalanced|Involves compounds with unlabeded atoms"
"R05808","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05809","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05810","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05811","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05812","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05813","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05814","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R05815","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
