#
#  metacyc 14.6 Genes link table generated on Mon Dec 6, 2010
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  UniProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   UniProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
3418	P48735	IDH2	
AT4G35830		ACO1	
AT4G37930		AT4G37930	
AT4G39120		HISN7	
AT5G03290		IDH-V	
AT5G07990		AT5g07990	
AT5G08640		FLS	
AT5G09660		AT5G09660	
AT5G16970	Q39172	P1	
AT5G23020		MAM3	
AT5G23300	P32746	PYRD	
AT5G25900		KO1	
AT5G26667	O04905	PYR6	
AT5G36700		AT5G36700	
AT5G36790		AT5G36790	
AT5G38710	Q6NKX1	POX2	
AT5G42800		TT3	
AT5G47760		AT5G47760	
AT5G51820		PGM	
AT5G52560		AT5G52560	
AT5G57190		AT5G57190	
AT5G64300	P47924	RIBBA	
AT5G66220		AT5g66220	
ATCG00490		ATCG00490	
BSU02100	O31440	cypC	
BSU14520	P39761	adeC	
BSU15120	P55342	bshC	
BSU19460	O31857	bshB2	
BSU22460	P42982	bshA	
BSU22470	P42981	bshB1	
EG11121	P0A8Z0	yciA	
EG11195	P0A8Y5	yidA	
EG11445	P27254	argK	
EG11470	P27848	yigL	
EG11725	P31467	yieH	
EG11845	P32140	yihS	
EG12387	P37339	lhgO	
EG12410	P37128	nudK	
ENSG00000079625	Q9Y2H2	INPP5F	
ENSG00000112367	Q92562	FIG4	
ENSG00000119927	Q9HCL2	GPAM	
ENSG00000133511	P42356	PI4KA	
ENSG00000141506	Q8WYR1	PIK3R5	
ENSG00000149313	Q9NRN7	AASDHPPT	
ENSG00000155099	Q8N4L2	TMEM55A	
ENSG00000165782	Q86T03	TMEM55B	
ENSG00000174083	Q5UE93	PIK3R6	
ENSG00000177465	Q8N9L9	ACOT4	
G-11092	O25093	pseF	
G-11093		pseG	
G-11347	Q50L36	IspS	
G-11810	C0SVZ5	DCS	
G-12016	Q9SGH6	AT3G01420	
G-12149	O80433	CS	
G-2903	P12692	alkF	
G-3205	Q9X1A5	TM1385	
G-3401	Q46389	acsE	
G-3402	Q07341	acsD	
G-3403	Q07340	acsC	
G-3981	P02701	Avd	
G-41		pep1	
G-61		mdh6	
G-62		pdk1	
G-630	Q59112	gctB	
G-631	Q59111	gctA	
G-9006		arcA	
G-9008		arcB	
G-9242		ilvE	
G-9245	O27481	ilvE	
G-9370	Q46267	act	
G-9919		malP	
G6329	P77806	ybdL	
G6425	P75792	ybiV	
G6428	P78055	fsaA	
G6456		hcr	
G6502	P0AB65	yccX	
G66-33964	Q9Y5Z0	BACE2	
G6770	P77567	nhoA	
G6980	P76245	yeaP	
G7187	P77625	yfbT	
G7236	P0AFI0	oxc	
G7742	P64636	yrfG	
G7756	P46852	yhhW	
HP0026		HP0026	
HP0027		HP0027	
HP0191		HP0191	
HP0192		HP0192	
HP0193		HP0193	
HP0277		HP0277	
HP0327	O25094	pseH	
HP0779		HP0779	
HP1325		HP1325	
HS11947		GLCE	
HS11959	Q70JA7	CHSY3	
HS12080	Q9P2E5	CHPF2	
HS13103	Q8IZ52	CHPF	
HS13400	Q86X52	CHSY1	
HS13920	P05067	APP	
HS15941		HS6ST2	
MGI:108024	Q64374	Rgn	
MGI:108074	P97363	Sptlc2	
MGI:1099431	O35704	Sptlc1	
MGI:1261415	Q8R0X7	Sgpl1	
MGI:1277124	Q9WV54	Asah1	
MGI:1278330	O70572	Smpd2	
MGI:1306785	O70475	Ugdh	
MGI:1316649	Q8CI15	Sphk1	
MGI:1328365	O88816	Aanat	
MGI:1353434	P58710	Gulo	
MGI:1859310	Q9JHE3	Asah2	
MGI:1861380	Q9JIA7	Sphk2	
MGI:1914353	Q91YR9	Ptgr1	
MGI:1917309	Q8R2F2	Degs2	
MGI:1918000	Q6GV12	Kdsr	
MGI:1919199	Q9D6K9	Lass5	
MGI:1921692	Q9D4B1	Sgms2	
MGI:1924876	Q6ZPR5	Smpd4	
MGI:1927578	Q9JJY3	Smpd3	
MGI:1929955	Q9JII6	Akr1a4	
MGI:2135760	Q9JI99	Sgpp1	
MGI:2181962	Q8R4X1	Asah3	
MGI:2183447	Q91ZJ5	Ugp2	
MGI:2444110	Q8VCQ6	Sgms1	
MGI:2444678	Q8BG54	Sptlc3	
MGI:3027917	A2A5N7	Enpp7	
MGI:94876	O88533	Ddc	
MGI:96090		Asmt	
MGI:98325	Q04519	Smpd1	
MTR.40725.1.S1_AT		TC107917	
MTR.43949.1.S1_AT		TC96379	
RHA1_RO08054		bphB1	
RHA1_RO08055	Q0S034	bphC1	
RHA1_RO08057		bphAd	
RHA1_RO08058		bphAc	
RHA1_RO08059		bphAb	
RHA1_RO08060		bphAa	
RHA1_RO08161		padC1	
RHA1_RO08162		padAd1	
RHA1_RO08163	Q68YB3	padAc1	
RHA1_RO08164		padB1	
RHA1_RO08166		padAb1	
RHA1_RO08167		padAa1	
RHA1_RO10126		bphB2	
RHA1_RO10133		etbAa1	
RHA1_RO10134		etbAb1	
RHA1_RO10136		bphD1	
RHA1_RO10143		etbAa2	
RHA1_RO10144		etbAb2	
RHA1_RO10145		etbAc	
RHA1_RO10208		padAa2	
RHA1_RO10209		padAb2	
RHA1_RO10211		padB2	
RHA1_RO10212		padAc2	
RHA1_RO10213		padAd2	
RHA1_RO10214		padC2	
RV0162C		adhE	
RV0503C	P0A5P0	cmaA2	
RV0644C	Q79FX6	mmaA2	
RV0645C		mmaA1	
RV3285		accA3	
SCO2782	Q9L072	desA	
SCO2783	Q9L071	desB	
SCO2784	Q9L070	desC	
SCO5072		SCO5072	
SCO5073		SCO5073	
SCO5074		SCO5074	
SCO5075		SCO5075	
SCO5080		SCO5080	
SCO5086		SCO5086	
SCO5087		SCO5087	
SCO5088		SCO5088	
SCO5090		SCO5090	
SCO5091		SCO5091	
SCO5092		SCO5092	
SI859A1_02124	Q1YMS2	mopA	
SI859A1_02135	Q1YMR1		
SYNPCC7942_0118	Q31S19	gatB	
SYNPCC7942_0169	Q31RW8	glnN	
SYNPCC7942_0260	Q31RM7	clpC	
SYNPCC7942_0294	P11472	psbO	
SYNPCC7942_0308	Q8VPV3	cupB	
SYNPCC7942_0309	Q8VPV4	ndhF4	
SYNPCC7942_0331	Q31RF6	atpB	
SYNPCC7942_0332	Q31RF5	atpE	
SYNPCC7942_0333	Q31RF4	SYNPCC7942_0333	
SYNPCC7942_0334	Q31RF3	atpF	
SYNPCC7942_0335	Q31RF2	atpH	
SYNPCC7942_0336	Q31RF1	atpA	
SYNPCC7942_0337	Q31RF0	atpG	
SYNPCC7942_0407	Q31R80	psaK	
SYNPCC7942_0424	P04996	psbA1	
SYNPCC7942_0456	Q79AV1	psbK	
SYNPCC7942_0475	Q31R12	petN	
SYNPCC7942_0535	Q31QV2	psaC	
SYNPCC7942_0609	Q8VPU9	ndhD4	
SYNPCC7942_0655	P11005	psbD1	
SYNPCC7942_0656	P11004	psbC	
SYNPCC7942_0696	Q31QE1	psbT	
SYNPCC7942_0697	P31094	psbB	
SYNPCC7942_0699	Q31QD8	psbM	
SYNPCC7942_0890	Q31PU9	glsF	
SYNPCC7942_0893	P04997	psbA3	
SYNPCC7942_0978	Q31PL1	petH	
SYNPCC7942_1002	Q31PI7	psaD	
SYNPCC7942_1174	Q8KPP0	psbJ	
SYNPCC7942_1175	Q8KPP1	psbL	
SYNPCC7942_1176	Q8KPP2	psbF	
SYNPCC7942_1177	Q8KPP3	psbE	
SYNPCC7942_1180	Q8KPP6	ndhC	
SYNPCC7942_1181	Q31P08	ndhK	
SYNPCC7942_1182	Q31P07	ndhJ	
SYNPCC7942_1231	Q31NV8	petA	
SYNPCC7942_1232	Q31NV7	petC	
SYNPCC7942_1240	P39661	nirA	
SYNPCC7942_1249	Q31NU0	psaJ	
SYNPCC7942_1250	Q31NT9	psaF	
SYNPCC7942_1322	Q31NL7	psaE	
SYNPCC7942_1343	Q31NJ6	ndhA	
SYNPCC7942_1344	Q31NJ5	ndhI	
SYNPCC7942_1345	Q31NJ4	ndhG	
SYNPCC7942_1346	Q31NJ3	ndhE	
SYNPCC7942_1389	P04997	psbA2	
SYNPCC7942_1415	P29801	ndhB	
SYNPCC7942_1439	Q31NA0	ndhD2	
SYNPCC7942_1479	Q9Z3G1	petG	
SYNPCC7942_1542	P15347	isiA	
SYNPCC7942_1554	P54415	clpP1	
SYNPCC7942_1637	P11005	psbD2	
SYNPCC7942_1679	Q31ML0	psb28	
SYNPCC7942_1705	Q31MI4	psbI	
SYNPCC7942_1743	Q31ME6	ndhH	
SYNPCC7942_1882	Q31M07	psbU	
SYNPCC7942_1976	Q31LR3	ndhD1	
SYNPCC7942_1977	Q31LR2	ndhF1	
SYNPCC7942_1982	Q31LQ7	ndhM	
SYNPCC7942_2010	Q31LM9	psbV	
SYNPCC7942_2016	Q31LM3	psbX	
SYNPCC7942_2048	Q31LJ1	psaB	
SYNPCC7942_2049	Q31LJ0	psaA	
SYNPCC7942_2091	Q8VPV9	ndhF3	
SYNPCC7942_2092	Q31LE7	ndhD3	
SYNPCC7942_2093	Q8VPV7	cupA	
SYNPCC7942_2094	Q8VPV6	cupS	
SYNPCC7942_2117	Q31LC2	gatA	
SYNPCC7942_2156	Q31L83	glnA	
SYNPCC7942_2234	Q31L05	ndhN	
SYNPCC7942_2296	Q31KU3	glnT	
SYNPCC7942_2315	Q31KS4	atpD	
SYNPCC7942_2316	P0A2Z8	atpC	
SYNPCC7942_2322	Q31KR7	gatC	
SYNPCC7942_2331	Q54711	petB	
SYNPCC7942_2332	Q54710	petD	
SYNPCC7942_2343	P95823	psaI	
SYNPCC7942_2426	Q31KG3	petM	
SYNPCC7942_2478	Q8GIS4	psbW	
SYNPCC7942_2525	O34125	clpP2	
SYNPCC7942_2526	O34126	clpX	
SYNPCC7942_2537	Q9L4P3	clpP3	
SYNPCC7942_2538	Q9L4P4	clpR	
VC0771	P0C6D3	vibB	
VC0772	O07899	vibE	
VC0773	O07898	vibC	
VC0774	Q56632	vibA	
VC0775	Q9KTV9	vibH	
VC0780	Q9RCF2	vibD	
VC1579	Q9FDB0	vibF	
YAL062W	P39708	GDH3	
YBL033C	P38066	RIB1	
YBR115C		LYS2	
YBR183W		YPC1	
YBR263W	P37292	SHM1	
YBR265W		TSC10	
YDL045C	P38913	FAD1	
YDL131W		LYS21	
YDL171C		GLT1	
YDL182W		LYS20	
YDR062W		LCB2	
YDR072C		IPT1	
YDR234W		LYS4	
YDR236C	Q03778	FMN1	
YDR294C		DPL1	
YDR297W		SUR2	
YDR315C	Q06667	IPK1	
YDR399W	Q04178	HPT1	
YER069W		ARG5,6	
YFR019W	P34756	FAB1	
YGL001C	P53199	ERG26	
YGL067W		NPY1	
YGR010W	P53204	NMA2	
YGR019W	P17649	UGA1	
YGR060W	P53045	ERG25	
YGR175C	P32476	ERG1	
YHR007C	P10614	ERG11	
YHR018C		ARG4	
YHR072W	P38604	ERG7	
YIL094C		LYS12	
YIR027C	P32375	DAL1	
YIR029W	P25335	DAL2	
YIR032C	P32459	DAL3	
YIR034C		LYS1	
YJL071W		ARG2	
YJL088W	P05150	ARG3	
YJL167W	P08524	FPP1	
YJR117W	P47154	STE24	
YKL182W	P07149	FAS1	
YKL216W	P28272	URA1	
YKR053C		YSR3	
YLR056W	P32353	ERG3	
YLR058C	P37291	SHM2	
YLR100W	Q12452	ERG27	
YLR260W		LCB5	
YLR328W	Q06178	NMA1	
YLR450W	P12684	HMG2	
YML022W	P49435	APT1	
YML075C	P12683	HMG1	
YML126C	P54839	hmgS	
YMR062C		ECM40	
YMR202W	P32352	ERG2	
YMR208W	P07277	erg12	
YMR220W	P24521	erg8	
YMR250W		GAD1	
YMR296C		LCB1	
YNL280C	P32462	ERG24	
YNR043W	P32377	MVD1	
YNR050C		LYS9	
YOL058W		ARG1	
YOL066C	Q12362	RIB2	
YOL140W		ARG8	
YOR171C		LCB4	
YOR375C	P07262	GDH1	
YPL028W	P41338	erg10	
YPL087W		YDC1	
YPL117C	P15496	IDI1	
